id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SC03170177A	WNT3A_FZD1_LRP5	simple:P56704	complex:FZD1_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.048	0.052	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.037	0.028	0.038	0.034	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC094731290	WNT4_FZD1_LRP5	simple:P56705	complex:FZD1_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.048	0.026	0.053	0.056	0.035	0.056	0.059	0.038	0.044	0.039	0.03	0.035	0.031	0.021	0.038	0.034	0.025	0.014	0.053	0.017	0.056
CPI-SC0F416B44F	WNT5B_FZD1_LRP5	simple:Q9H1J7	complex:FZD1_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.148	0.152	0.13	0.038	0.042	0.02	0.039	0.042	0.021	0.071	0.067	0.057	0.06	0.056	0.046	0.0	0.0	0.0	0.042	0.082	0.014	0.054
CPI-SC0B7534B27	WNT6_FZD1_LRP5	simple:Q9Y6F9	complex:FZD1_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.05	0.053	0.032	0.148	0.151	0.13	0.808	0.812	0.79	0.042	0.037	0.028	0.063	0.059	0.049	0.984	0.98	0.97	0.026	0.066	1.486	1.525
CPI-SC073C44F4A	WNT7A_FZD1_LRP5	simple:O00755	complex:FZD1_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.038	0.042	0.02	0.0	0.0	0.0	0.036	0.032	0.022	0.036	0.032	0.022	0.0	0.0	0.0	0.0	0.0	0.012	0.052
CPI-SC029073BCD	WNT7B_FZD1_LRP5	simple:P56706	complex:FZD1_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.054	0.057	0.036	0.039	0.042	0.021	0.0	0.0	0.0	0.044	0.039	0.03	0.036	0.032	0.022	0.034	0.03	0.02	0.014	0.053	0.0	0.0
CPI-SC0F2C233F1	WNT8A_FZD1_LRP5	simple:Q9H1J5	complex:FZD1_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.048	0.026	0.0	0.0	0.0	0.038	0.042	0.02	0.034	0.03	0.02	0.035	0.031	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC061770B43	WNT8B_FZD1_LRP5	simple:Q93098	complex:FZD1_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.042	0.046	0.024	0.043	0.046	0.025	0.036	0.032	0.022	0.035	0.031	0.021	0.046	0.042	0.032	0.021	0.061	0.0	0.0
CPI-SC0F16DF8F0	WNT9A_FZD1_LRP5	simple:O14904	complex:FZD1_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.052	0.055	0.034	0.04	0.044	0.022	0.038	0.042	0.02	0.046	0.042	0.032	0.048	0.044	0.034	0.035	0.031	0.021	0.017	0.057	0.012	0.052
CPI-SC0318621C2	WNT9B_FZD1_LRP5	simple:O14905	complex:FZD1_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.03	0.02	0.035	0.031	0.021	0.0	0.0	0.0	0.012	0.052	0.0	0.0
CPI-SC0DBDDA697	WNT1_FZD1_LRP6	simple:P04628	complex:FZD1_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.038	0.042	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.032	0.022	0.036	0.032	0.022	0.034	0.03	0.02	0.012	0.052	0.0	0.0
CPI-SC0065F5B8A	WNT10A_FZD1_LRP6	simple:Q9GZT5	complex:FZD1_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.512	0.515	0.494	0.079	0.082	0.061	0.039	0.035	0.025	0.041	0.037	0.027	0.066	0.061	0.052	0.017	0.057	0.024	0.064
CPI-SC0735548E0	WNT11_FZD1_LRP6	simple:O96014	complex:FZD1_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.07	0.074	0.052	0.042	0.045	0.024	0.04	0.043	0.021	0.076	0.071	0.061	0.048	0.044	0.034	0.038	0.034	0.025	0.0	0.0	0.012	0.052
CPI-SC07B9CD502	WNT16_FZD1_LRP6	simple:Q9UBV4	complex:FZD1_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.043	0.046	0.025	0.096	0.099	0.078	0.04	0.044	0.022	0.038	0.034	0.024	0.035	0.031	0.021	0.035	0.031	0.021	0.0	0.0	0.014	0.054
CPI-SC041A30C3B	WNT2_FZD1_LRP6	simple:P09544	complex:FZD1_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.053	0.057	0.035	0.046	0.05	0.028	0.0	0.0	0.0	0.035	0.031	0.021	0.038	0.034	0.024	0.034	0.03	0.02	0.016	0.056	0.014	0.054
CPI-SC04091DFF6	WNT2B_FZD1_LRP6	simple:Q93097	complex:FZD1_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.816	0.82	0.798	1.344	1.348	1.326	0.634	0.637	0.616	0.152	0.147	0.138	0.092	0.088	0.078	0.5	0.496	0.486	0.03	0.069	0.279	0.319
CPI-SC02CD1EEDE	WNT3_FZD1_LRP6	simple:P56703	complex:FZD1_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.178	0.182	0.16	0.042	0.046	0.024	0.039	0.042	0.021	0.064	0.059	0.05	0.057	0.053	0.043	0.034	0.03	0.02	0.014	0.053	0.021	0.061
CPI-SC0B7D84FC7	WNT3A_FZD1_LRP6	simple:P56704	complex:FZD1_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.048	0.052	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.037	0.028	0.038	0.034	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC047C4B365	WNT4_FZD1_LRP6	simple:P56705	complex:FZD1_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.048	0.026	0.053	0.056	0.035	0.056	0.059	0.038	0.044	0.039	0.03	0.035	0.031	0.021	0.038	0.034	0.025	0.014	0.053	0.017	0.056
CPI-SC056F0C465	WNT5B_FZD1_LRP6	simple:Q9H1J7	complex:FZD1_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.148	0.152	0.13	0.038	0.042	0.02	0.039	0.042	0.021	0.071	0.067	0.057	0.06	0.056	0.046	0.0	0.0	0.0	0.042	0.082	0.014	0.054
CPI-SC0750A0484	WNT6_FZD1_LRP6	simple:Q9Y6F9	complex:FZD1_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.05	0.053	0.032	0.148	0.151	0.13	0.808	0.812	0.79	0.042	0.037	0.028	0.063	0.059	0.049	0.984	0.98	0.97	0.026	0.066	1.486	1.525
CPI-SC019E7AAA2	WNT7A_FZD1_LRP6	simple:O00755	complex:FZD1_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.038	0.042	0.02	0.0	0.0	0.0	0.036	0.032	0.022	0.036	0.032	0.022	0.0	0.0	0.0	0.0	0.0	0.012	0.052
CPI-SC03A2FEB5C	WNT7B_FZD1_LRP6	simple:P56706	complex:FZD1_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.054	0.057	0.036	0.039	0.042	0.021	0.0	0.0	0.0	0.044	0.039	0.03	0.036	0.032	0.022	0.034	0.03	0.02	0.014	0.053	0.0	0.0
CPI-SC0B94370C2	WNT8A_FZD1_LRP6	simple:Q9H1J5	complex:FZD1_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.048	0.026	0.0	0.0	0.0	0.038	0.042	0.02	0.034	0.03	0.02	0.035	0.031	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E6761C90	WNT8B_FZD1_LRP6	simple:Q93098	complex:FZD1_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.042	0.046	0.024	0.043	0.046	0.025	0.036	0.032	0.022	0.035	0.031	0.021	0.046	0.042	0.032	0.021	0.061	0.0	0.0
CPI-SC0552DC1E5	WNT9A_FZD1_LRP6	simple:O14904	complex:FZD1_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.052	0.055	0.034	0.04	0.044	0.022	0.038	0.042	0.02	0.046	0.042	0.032	0.048	0.044	0.034	0.035	0.031	0.021	0.017	0.057	0.012	0.052
CPI-SC0199BFBB3	WNT9B_FZD1_LRP6	simple:O14905	complex:FZD1_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.03	0.02	0.035	0.031	0.021	0.0	0.0	0.0	0.012	0.052	0.0	0.0
CPI-SC095AB303B	WNT1_FZD10_LRP5	simple:P04628	complex:FZD10_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.084	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.004	0.004	0.007	0.005	0.005	0.006	0.003	0.003	0.002	0.008	0.0	0.0
CPI-SC07B7E6361	WNT11_FZD10_LRP5	simple:O96014	complex:FZD10_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.116	0.033	0.033	0.088	0.005	0.004	0.086	0.002	0.002	0.046	0.044	0.044	0.019	0.016	0.016	0.01	0.007	0.007	0.0	0.0	0.003	0.008
CPI-SC0A49C6C7E	WNT16_FZD10_LRP5	simple:Q9UBV4	complex:FZD10_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.089	0.006	0.006	0.142	0.058	0.058	0.086	0.003	0.003	0.009	0.006	0.006	0.006	0.003	0.003	0.006	0.003	0.004	0.0	0.0	0.004	0.01
CPI-SC00BD4551E	WNT2_FZD10_LRP5	simple:P09544	complex:FZD10_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.1	0.016	0.016	0.092	0.009	0.008	0.0	0.0	0.0	0.006	0.003	0.004	0.009	0.006	0.007	0.005	0.002	0.003	0.006	0.012	0.004	0.01
CPI-SC0A81AF307	WNT2B_FZD10_LRP5	simple:Q93097	complex:FZD10_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.862	0.78	0.779	1.39	1.308	1.307	0.68	0.596	0.596	0.122	0.12	0.12	0.063	0.06	0.06	0.471	0.468	0.469	0.02	0.026	0.27	0.275
CPI-SC050F278B4	WNT3_FZD10_LRP5	simple:P56703	complex:FZD10_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.224	0.141	0.14	0.088	0.005	0.005	0.085	0.002	0.002	0.034	0.032	0.032	0.028	0.026	0.026	0.006	0.003	0.003	0.004	0.01	0.011	0.017
CPI-SC051E1E7D7	WNT3A_FZD10_LRP5	simple:P56704	complex:FZD10_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.01	0.01	0.009	0.006	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D6D44FE1	WNT4_FZD10_LRP5	simple:P56705	complex:FZD10_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.008	0.007	0.099	0.016	0.016	0.102	0.019	0.018	0.014	0.012	0.012	0.006	0.003	0.003	0.01	0.007	0.007	0.004	0.01	0.007	0.013
CPI-SC0E0F34C9F	WNT5A_FZD10_LRP5	simple:P41221	complex:FZD10_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.113	0.03	0.029	0.445	0.362	0.362	0.26	0.176	0.176	0.018	0.016	0.016	0.022	0.019	0.02	0.082	0.079	0.079	0.021	0.027	0.042	0.048
CPI-SC0B18D6471	WNT5B_FZD10_LRP5	simple:Q9H1J7	complex:FZD10_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.194	0.112	0.111	0.084	0.002	0.001	0.085	0.002	0.002	0.042	0.039	0.04	0.031	0.028	0.028	0.0	0.0	0.0	0.032	0.038	0.004	0.01
CPI-SC0E713417E	WNT6_FZD10_LRP5	simple:Q9Y6F9	complex:FZD10_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.096	0.013	0.012	0.194	0.11	0.11	0.854	0.772	0.771	0.012	0.01	0.01	0.034	0.031	0.031	0.955	0.953	0.953	0.016	0.022	1.476	1.482
CPI-SC0EB5D8E44	WNT7A_FZD10_LRP5	simple:O00755	complex:FZD10_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.002	0.002	0.084	0.002	0.001	0.0	0.0	0.0	0.007	0.004	0.004	0.007	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.003	0.008
CPI-SC01EBF0CE9	WNT7B_FZD10_LRP5	simple:P56706	complex:FZD10_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.1	0.017	0.016	0.085	0.002	0.002	0.0	0.0	0.0	0.014	0.012	0.012	0.007	0.004	0.004	0.005	0.002	0.003	0.004	0.01	0.0	0.0
CPI-SC0E5BBC28B	WNT8A_FZD10_LRP5	simple:Q9H1J5	complex:FZD10_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.008	0.007	0.0	0.0	0.0	0.084	0.002	0.001	0.006	0.003	0.003	0.006	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC090AC04CE	WNT8B_FZD10_LRP5	simple:Q93098	complex:FZD10_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.088	0.006	0.005	0.089	0.006	0.006	0.007	0.004	0.004	0.006	0.003	0.003	0.018	0.015	0.015	0.011	0.017	0.0	0.0
CPI-SC0C644006E	WNT9A_FZD10_LRP5	simple:O14904	complex:FZD10_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.098	0.015	0.014	0.086	0.003	0.003	0.084	0.002	0.001	0.018	0.015	0.015	0.019	0.016	0.016	0.006	0.003	0.004	0.007	0.013	0.003	0.008
CPI-SC094C611B7	WNT9B_FZD10_LRP5	simple:O14905	complex:FZD10_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.003	0.003	0.006	0.003	0.004	0.0	0.0	0.0	0.002	0.008	0.0	0.0
CPI-SC0DAEAA93B	WNT1_FZD10_LRP6	simple:P04628	complex:FZD10_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.084	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.004	0.004	0.007	0.005	0.005	0.006	0.003	0.003	0.002	0.008	0.0	0.0
CPI-SC00A8BC9AA	WNT11_FZD10_LRP6	simple:O96014	complex:FZD10_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.116	0.033	0.033	0.088	0.005	0.004	0.086	0.002	0.002	0.046	0.044	0.044	0.019	0.016	0.016	0.01	0.007	0.007	0.0	0.0	0.003	0.008
CPI-SC00A87321E	WNT16_FZD10_LRP6	simple:Q9UBV4	complex:FZD10_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.089	0.006	0.006	0.142	0.058	0.058	0.086	0.003	0.003	0.009	0.006	0.006	0.006	0.003	0.003	0.006	0.003	0.004	0.0	0.0	0.004	0.01
CPI-SC0FDB82036	WNT2_FZD10_LRP6	simple:P09544	complex:FZD10_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.1	0.016	0.016	0.092	0.009	0.008	0.0	0.0	0.0	0.006	0.003	0.004	0.009	0.006	0.007	0.005	0.002	0.003	0.006	0.012	0.004	0.01
CPI-SC07B51ACC4	WNT2B_FZD10_LRP6	simple:Q93097	complex:FZD10_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.862	0.78	0.779	1.39	1.308	1.307	0.68	0.596	0.596	0.122	0.12	0.12	0.063	0.06	0.06	0.471	0.468	0.469	0.02	0.026	0.27	0.275
CPI-SC07AB82EAB	WNT3_FZD10_LRP6	simple:P56703	complex:FZD10_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.224	0.141	0.14	0.088	0.005	0.005	0.085	0.002	0.002	0.034	0.032	0.032	0.028	0.026	0.026	0.006	0.003	0.003	0.004	0.01	0.011	0.017
CPI-SC0114AE598	WNT3A_FZD10_LRP6	simple:P56704	complex:FZD10_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.012	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.01	0.01	0.009	0.006	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC023CE19F9	WNT4_FZD10_LRP6	simple:P56705	complex:FZD10_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.008	0.007	0.099	0.016	0.016	0.102	0.019	0.018	0.014	0.012	0.012	0.006	0.003	0.003	0.01	0.007	0.007	0.004	0.01	0.007	0.013
CPI-SC0EE5FCF62	WNT5A_FZD10_LRP6	simple:P41221	complex:FZD10_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.113	0.03	0.029	0.445	0.362	0.362	0.26	0.176	0.176	0.018	0.016	0.016	0.022	0.019	0.02	0.082	0.079	0.079	0.021	0.027	0.042	0.048
CPI-SC07FD56C95	WNT5B_FZD10_LRP6	simple:Q9H1J7	complex:FZD10_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.194	0.112	0.111	0.084	0.002	0.001	0.085	0.002	0.002	0.042	0.039	0.04	0.031	0.028	0.028	0.0	0.0	0.0	0.032	0.038	0.004	0.01
CPI-SC09AD2A6B8	WNT6_FZD10_LRP6	simple:Q9Y6F9	complex:FZD10_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.096	0.013	0.012	0.194	0.11	0.11	0.854	0.772	0.771	0.012	0.01	0.01	0.034	0.031	0.031	0.955	0.953	0.953	0.016	0.022	1.476	1.482
CPI-SC0D19712B9	WNT7A_FZD10_LRP6	simple:O00755	complex:FZD10_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.002	0.002	0.084	0.002	0.001	0.0	0.0	0.0	0.007	0.004	0.004	0.007	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.003	0.008
CPI-SC0DD16A7D0	WNT7B_FZD10_LRP6	simple:P56706	complex:FZD10_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.1	0.017	0.016	0.085	0.002	0.002	0.0	0.0	0.0	0.014	0.012	0.012	0.007	0.004	0.004	0.005	0.002	0.003	0.004	0.01	0.0	0.0
CPI-SC028E64C95	WNT8A_FZD10_LRP6	simple:Q9H1J5	complex:FZD10_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.008	0.007	0.0	0.0	0.0	0.084	0.002	0.001	0.006	0.003	0.003	0.006	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08BD68242	WNT8B_FZD10_LRP6	simple:Q93098	complex:FZD10_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.088	0.006	0.005	0.089	0.006	0.006	0.007	0.004	0.004	0.006	0.003	0.003	0.018	0.015	0.015	0.011	0.017	0.0	0.0
CPI-SC01153EAC0	WNT9A_FZD10_LRP6	simple:O14904	complex:FZD10_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.098	0.015	0.014	0.086	0.003	0.003	0.084	0.002	0.001	0.018	0.015	0.015	0.019	0.016	0.016	0.006	0.003	0.004	0.007	0.013	0.003	0.008
CPI-SC0543729D1	WNT9B_FZD10_LRP6	simple:O14905	complex:FZD10_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.003	0.003	0.006	0.003	0.004	0.0	0.0	0.0	0.002	0.008	0.0	0.0
CPI-SC0147DCB06	WNT1_FZD2_LRP5	simple:P04628	complex:FZD2_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.049	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.006	0.035	0.01	0.006	0.035	0.008	0.004	0.033	0.002	0.011	0.0	0.0
CPI-SC029ADF8EA	WNT11_FZD2_LRP5	simple:O96014	complex:FZD2_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.035	0.081	0.084	0.006	0.052	0.054	0.004	0.05	0.052	0.05	0.045	0.074	0.022	0.018	0.046	0.012	0.008	0.037	0.0	0.0	0.003	0.011
CPI-SC04F7D62D5	WNT16_FZD2_LRP5	simple:Q9UBV4	complex:FZD2_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.054	0.056	0.06	0.106	0.108	0.005	0.05	0.053	0.012	0.008	0.036	0.009	0.005	0.033	0.009	0.005	0.034	0.0	0.0	0.004	0.013
CPI-SC055AF31A9	WNT2_FZD2_LRP5	simple:P09544	complex:FZD2_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.018	0.064	0.066	0.011	0.057	0.059	0.0	0.0	0.0	0.009	0.005	0.034	0.012	0.008	0.037	0.008	0.004	0.033	0.006	0.015	0.004	0.013
CPI-SC06037057B	WNT2B_FZD2_LRP5	simple:Q93097	complex:FZD2_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.782	0.827	0.83	1.31	1.355	1.358	0.598	0.644	0.646	0.125	0.121	0.15	0.066	0.062	0.09	0.474	0.47	0.499	0.02	0.028	0.27	0.278
CPI-SC0148F76F0	WNT3_FZD2_LRP5	simple:P56703	complex:FZD2_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.143	0.188	0.191	0.007	0.053	0.055	0.004	0.05	0.052	0.037	0.033	0.062	0.031	0.027	0.056	0.008	0.004	0.033	0.004	0.012	0.011	0.02
CPI-SC0782ECD47	WNT3A_FZD2_LRP5	simple:P56704	complex:FZD2_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013	0.059	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.011	0.04	0.012	0.008	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0EB633CED	WNT4_FZD2_LRP5	simple:P56705	complex:FZD2_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.055	0.057	0.018	0.064	0.066	0.021	0.066	0.069	0.018	0.013	0.042	0.009	0.005	0.033	0.012	0.008	0.037	0.004	0.012	0.007	0.016
CPI-SC0675C8528	WNT5A_FZD2_LRP5	simple:P41221	complex:FZD2_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.032	0.078	0.08	0.364	0.41	0.412	0.179	0.224	0.226	0.022	0.017	0.046	0.025	0.021	0.05	0.084	0.08	0.109	0.021	0.03	0.042	0.051
CPI-SC0A79539F5	WNT5B_FZD2_LRP5	simple:Q9H1J7	complex:FZD2_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.114	0.159	0.162	0.004	0.049	0.052	0.004	0.05	0.052	0.045	0.041	0.07	0.034	0.029	0.058	0.0	0.0	0.0	0.032	0.041	0.004	0.013
CPI-SC0512E3581	WNT6_FZD2_LRP5	simple:Q9Y6F9	complex:FZD2_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.015	0.061	0.063	0.112	0.158	0.16	0.774	0.819	0.822	0.016	0.011	0.04	0.037	0.033	0.061	0.958	0.954	0.983	0.016	0.025	1.476	1.484
CPI-SC0AE0AAAFB	WNT7A_FZD2_LRP5	simple:O00755	complex:FZD2_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.05	0.052	0.004	0.049	0.052	0.0	0.0	0.0	0.01	0.006	0.035	0.01	0.006	0.034	0.0	0.0	0.0	0.0	0.0	0.003	0.011
CPI-SC0ADD9F3A1	WNT7B_FZD2_LRP5	simple:P56706	complex:FZD2_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.019	0.065	0.067	0.004	0.05	0.052	0.0	0.0	0.0	0.018	0.013	0.042	0.01	0.006	0.034	0.008	0.004	0.033	0.004	0.012	0.0	0.0
CPI-SC0D32DCC97	WNT8A_FZD2_LRP5	simple:Q9H1J5	complex:FZD2_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.055	0.057	0.0	0.0	0.0	0.004	0.049	0.052	0.008	0.004	0.033	0.009	0.005	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BE1E619E	WNT8B_FZD2_LRP5	simple:Q93098	complex:FZD2_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.008	0.053	0.056	0.008	0.054	0.056	0.01	0.006	0.035	0.009	0.005	0.033	0.02	0.016	0.045	0.011	0.02	0.0	0.0
CPI-SC0637CC9D5	WNT9A_FZD2_LRP5	simple:O14904	complex:FZD2_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.016	0.062	0.064	0.005	0.05	0.053	0.004	0.049	0.052	0.02	0.016	0.045	0.022	0.018	0.046	0.009	0.005	0.034	0.007	0.016	0.003	0.011
